Content,RT,R1P,LR,EQE,PR,VR,DR,SSR,TR,NRCA,CR,UR,UV,CE,Label
一米五五的我太长了 没穿过！！低价出！！,1,0,18,1,0,0,16,0,0,0,1,55,1,0.031070789,0
充电挻块的,1,0,5,0,0,0,-1,0,0,0,0,74,1,0.35227284,0
苹果充电器收到了，产品质量很好，充电很快和商家描述相符,1,0,27,0,0,0,-1,0,0,0,0,840,1,0.82942728,0
电瓶可以用，大小可以，客服态度好，好评！,1,0,20,1,1,1,-1,0,0,0,0,111,1,0.089516238,0
17550买的L合身就是灰色看着好像有点老,1,0,21,0,0,0,-1,0,0,0,1,323,0,0.318491301,0
商品分量：实在我最爱的巧克力！！！！,1,1,18,4,0,0,-1,0,0,0,3,164,1,0.908508003,0
上身效果不错，价格也不贵，就是不知道洗了之后会不会有问题,1,0,28,0,0,0,-1,0,0,0,1,357,1,0.547672514,0
整体评价：超级好看，容量够大，这段时间出门都会带备用的一套化妆品，很nice适用场合：上班，约会，摆拍都行风格款式：可以很酷，也可以很文艺面料材质：反正舒服就对了搭配建议：随便啊，都好看??,1,0,95,2,1,0,-1,0,0,1,6,202,1,0.999230403,0
太垃圾了，还没三个月呢，线就断了，平时还不怎么用，卖家还说是消耗品，用不一两个月断了很正常，那就是承认自己卖的次品了，真服气了，垃圾,1,0,18,1,0,1,74,0,0,0,0,606,1,0.005821711,0
是可可爱爱小鲨鱼，穿起来也很舒服,1,0,16,0,1,0,-1,0,0,1,1,515,0,0.970446713,0
非常好的书包。好评,1,0,9,0,1,0,-1,0,0,0,6,11,1,0.90859292,0
电池充一次电可以用两天，很耐用,1,0,15,0,0,0,-1,0,0,0,0,9,1,0.538257408,0
得到女儿班级小朋友的一致好评,1,0,14,0,0,0,-1,0,0,1,3,904,0,0.962310469,0
快递速度很快客服态度也很好，五星好评。?,1,0,20,1,1,1,-1,0,0,0,0,187,0,0.328326633,0
可以，能骑半个小时以上,1,0,11,0,0,0,-1,0,1,0,0,360,0,0.331360655,0
操作台质量很好，结实稳固，做工精湛，使用起来很方便，很满意。,1,0,30,0,0,0,-1,0,0,0,0,478,1,0.998726385,0
尺码很合适,1,0,5,0,0,0,-1,0,0,0,1,409,1,0.929238551,0
这个价格，不错了,1,0,8,0,0,0,-1,0,0,0,3,180,1,0.879505942,0
和以前电池一样的挺好,1,0,10,0,0,0,-1,0,0,0,0,354,0,0.826180966,0
质量不错，很舒服，喜欢的可以下手了,1,0,17,0,1,0,0,0,0,0,1,7,1,0.979846903,0
版型不错加棉上班穿正合适,1,0,12,0,0,0,-1,0,0,0,1,77,1,0.785331598,0
羽绒服收到，版型特别好看，脱永久穿着还特别的舒适，很大气的一款外套，建议个高的男士买长款，很好看,1,0,48,0,0,0,-1,0,0,1,1,431,1,0.995494747,0
就这衣服真的是绝了，穿了2次就起球了，质量真的差，客服说还没有客人反应过起球的问题，我翻了下评论，30条里30条都说起球的，真的是一次性衣服，都别买了，花了几百块就只能穿个2、3次。还是预定款，等来的真的失望，这家店以后大家还是拉黑吧。,-2,0,11,0,1,0,33,0,0,0,1,677,0,2.36e-06,0
好吃，口味很多，每一种都挺喜欢的,1,0,16,0,0,0,-1,0,0,0,3,19,1,0.98763288,0
溶解难易：容易包装品质：用的牛皮纸，包装还不错口感味道：白咖啡是甜的，黑咖啡和三合一咖啡苦了点（有点像喝药）,1,0,54,0,0,0,-1,0,0,1,3,52,1,0.86188,0
不得不说质量真的很好,1,0,10,0,0,0,-1,0,0,0,1,514,1,0.727693011,0
送给姐姐的一份小礼物～(?&acute;&forall;`?)颜值真的超级高!!!,1,0,41,5,1,0,-1,0,0,0,3,374,1,0.841679884,0
充电器充的很快，挺好的！,1,0,12,1,0,0,-1,0,0,0,0,844,1,0.992764865,0
安装挺简单，材质安全性能很讲究，可以扫码支付，使用起来很便捷,1,0,30,0,0,0,-1,0,0,0,0,737,1,0.998901092,0
超级好吃里面的草莓味的和饼干的巨好吃,1,0,18,0,0,0,-1,0,0,1,3,224,1,0.10357888,0
包包收到了很喜欢，而且物流也很快,1,0,16,0,1,0,-1,0,0,0,6,54,1,0.900451226,0
毛衣很好，穿上很舒服，会再买的,1,0,15,0,0,0,-1,1,0,0,1,15,1,0.806822503,0
非常满意、质量也非常好，,1,0,12,0,0,0,-1,0,0,0,1,124,1,0.786127939,0
整体评价：厚度还可以，不过整体偏大一丢丢上身效果：图案还行，颜色与图片符合的,1,0,38,0,0,0,-1,0,0,0,1,60,0,0.991512807,0
冲起来速度很飞快，比普通的快多了！,1,0,17,1,0,0,-1,0,0,0,0,382,1,0.843246952,0
此用户没有填写评价。,1,0,10,0,0,0,2,0,0,0,0,283,1,0.145428,0
很好。输出电压稳定。,1,0,10,0,1,0,-1,0,0,0,0,981,0,0.853486804,0
分给同事吃了，还不错,1,0,10,0,1,0,-1,0,0,1,3,668,0,0.828832533,0
好吃！包装很精致，会回购,1,0,12,1,0,0,-1,0,0,0,3,45,1,0.748431498,0
送给朋友了她很喜欢物流很快,1,0,13,0,0,0,-1,0,0,0,3,231,1,0.986016497,0
很好哦，挺合身的。挺厚的,1,0,12,0,0,0,-1,0,0,0,1,156,1,0.910128205,0
物美价廉,1,0,4,0,0,0,-1,0,0,0,0,80,1,0.785714286,0
收到了质量不错啊赞一个棒棒哒！卖家服务态度很好有问必答满意好评,1,0,31,1,0,0,-1,0,0,0,0,623,1,0.998691148,0
不错，可以，满意！,1,0,9,1,1,0,-1,0,0,0,0,10,1,0.930427015,0
女儿房间要美式复古式，家具也是美式复古的，选来选去这个床头灯配复古床头柜，好看。双十一活动性价比高！,1,0,50,1,1,0,-1,0,0,0,0,363,1,0.985246849,0
质量很好充电速度快,1,0,9,0,0,0,-1,0,0,0,0,699,1,0.909079837,0
经过万用表测试，充电电压4.16-4.7之间跳动，早成灯不变绿，且再次插电后，有一节默认充满，过一会儿再试，又统一长时间充电，与淘宝宣传电池指示不是很一样！严重批评，220供电，直流不稳，潜在隐患！不如五伏供电，谁还没个手机充电器,1,0,115,2,0,0,11,0,0,0,0,467,1,0.002080708,0
桃子肉是生的,-1,0,6,0,1,0,-1,0,0,1,3,45,0,0.800484512,0
真的很好喝3号青苹果味太爱了,1,0,14,0,0,0,-1,0,0,0,3,391,0,0.702290363,0
不错，跟介绍的一样好,1,0,10,0,1,0,-1,0,0,0,0,33,1,0.935924521,0
充电器收到，是正品满意,1,0,11,0,0,0,-1,0,0,0,0,235,1,0.971305971,0
真不错真的大大的可以装我的书太快乐了质量也很好嘿嘿第二次买这个家店了,1,1,34,0,1,0,-1,0,0,1,6,130,1,0.972245407,0
质量不错，充电很快，非常满意的一次购物,1,0,19,0,0,0,-1,0,0,0,0,269,1,0.989027832,0
功率，大小，接口都合适，感觉质量也不错，有后续再追评吧。,1,0,28,0,0,0,-1,0,0,0,0,116,1,0.883302085,0
衣服质量很好，很厚实，很漂亮??,1,0,16,2,1,0,-1,0,0,1,1,136,1,0.993520967,0
此用户没有填写评价。,1,0,10,0,0,0,92,0,0,0,0,900,0,0.145428,0
送给朋友的生日礼物，外形简单大方，出雾量符合预期,1,0,24,0,0,0,-1,0,0,1,0,759,1,0.99962603,0
物流垃圾,1,0,4,0,0,0,-1,0,0,0,0,750,0,0.129360436,0
还可以薄薄的,1,0,6,0,0,0,-1,0,0,0,1,354,1,0.866443527,0
穿着舒服合适，帅气，弟弟非常喜欢的,1,0,17,0,0,0,-1,0,0,0,1,343,1,0.998506958,0
已经在使用中了，收到就有点电，我就再去充了一会就已经充满了，耐用性还是比较好的，我感觉比较耐用，电量充足，价格也很实惠实惠，要是买一次性的，一年下来不知道要花多少钱。,1,2,83,0,0,0,-1,0,0,0,0,599,1,0.838502808,0
充电桩刚刚用上，物流挺快的，有不懂的问题问客服，非常的专业，关键还实惠，这一单非常的满意，必须好评，推荐大家购买,1,0,56,0,0,0,-1,0,0,0,0,258,1,0.867078858,0
已经用了三天了，非常好用，必须点个赞，,1,0,19,0,1,0,-1,0,0,0,0,531,1,0.839426144,0
确实很好。。好棒的。，非常不错，,1,0,16,0,1,0,-1,0,0,0,6,34,1,0.977088096,0
包装精美，发货快，物流给力，服务周到耐心，真材实料，用了几次，冷藏效果不错。价格实惠，满意,1,0,45,0,0,0,-1,0,0,0,0,131,1,0.999920866,0
第一次买情侣装&not;_&not;｀哈哈哈哈提前准备圣诞节礼物耶,1,0,33,0,1,0,-1,0,0,0,1,309,1,0.765599953,0
穿着修身，保暖性好，百搭的一款,1,0,15,0,0,0,-1,0,0,0,1,276,1,0.853467012,0
充电很方便，苹果三件套可以一起充电，很实用,1,0,21,0,1,1,-1,0,0,0,0,86,1,0.858676364,0
汁有点稀，不太厚。桃子肉比较不错，大。多。一瓶8片。总体来说，还行,1,0,33,0,0,0,-1,0,0,0,3,172,1,0.965424377,0
很合适，用在小度在家的电源线，质量很好！,1,0,20,1,1,0,-1,0,0,1,0,418,1,0.774637457,0
7号好喝，同学说车厘子的也可以，苹果味的个人觉得苹果醋一样一般，冲7了以后,1,0,37,0,0,0,-1,0,0,1,3,602,1,0.664561305,0
品质做工：不错款式设计：挺喜欢的面料材质：挺好尺寸大小：大小刚刚好呢，准备大一背的,1,0,41,0,1,0,-1,0,0,0,6,122,1,0.999889508,0
质量垃圾啊，我也是醉了没穿几次就起球，一堆线头,1,1,23,0,0,0,-1,0,0,0,1,107,1,0.02791903,0
棉服质量很好，尺码也很合适，非常满意,1,0,18,0,0,0,-1,0,0,0,1,404,1,0.935974039,0
整体评价：最近的新宠！爱了爱了就是没有那个标会更好多出来的带子短一点更好适用场合：都行吧风格款式：不知道哈哈哈哈哈面料材质：布的搭配建议：无,1,0,70,1,1,0,-1,0,0,1,6,507,1,0.999278899,0
预定等了很久，穿了一段时间了起球很多,0,0,18,0,1,0,40,0,0,0,1,478,0,0.683377921,0
衣服特别好不会起球很保暖,1,0,12,0,0,0,-1,0,0,0,1,125,1,0.887781515,0
收到了，小度又复活了忘了拍照了,1,0,15,0,0,0,-1,0,0,0,0,146,1,0.553526743,0
无论是外观做工还是产品材质都很不错，性价比很高,1,0,23,0,0,0,-1,0,0,0,0,141,0,0.999986431,0
质量很好，不错，18650电池，还有充电器都是在他们家买的，不错，,1,0,33,0,1,0,-1,0,0,0,0,463,1,0.997639316,0
不错，电量有保证，比以前的电瓶好多了！,1,0,19,1,0,0,-1,0,0,0,0,307,0,0.782786844,0
衣服收到质量不错穿着舒服，随意穿搭，帅,1,0,19,0,0,0,-1,0,0,0,1,213,1,0.993946293,0
整体评价：还可以，刚好合身材质特性：总的来说有点瑕疵，但是还是可以的,1,0,34,0,1,0,-1,0,0,0,1,54,0,0.587929675,0
质量很好，很合适,1,0,8,0,0,0,-1,0,0,0,0,205,1,0.946183327,0
大多都是没喝过的，喝了差不多一半了，感觉不太好喝，很多是那种很甜的。,1,0,34,0,1,0,-1,0,0,0,3,214,1,0.561380451,0
这个包真的很好的，女生买个小的背正好，能放好多东西，我平板是最大的那款，还专门留的放平板的格子，就很棒，电脑小一点的都能放进去，合适合适！！,1,1,70,2,1,0,-1,0,0,0,6,236,1,0.999499725,0
还可以，一次充两颗电池，摆摊够用了,1,0,17,0,0,0,-1,0,0,0,0,76,1,0.634582457,0
充电站质量很好！安装简单，充电很快，使用方便。满意,1,0,25,1,0,0,-1,0,0,0,0,467,1,0.942760281,0
品质很好的有档次,1,0,8,0,0,0,-1,0,0,0,1,133,1,0.921342978,0
商家售后特别棒服务也很好,1,0,12,0,0,0,-1,0,0,0,0,165,0,0.818854635,0
包包整体容量很大，颜色也没什么色差，很喜欢呀值得下单，仙女们冲冲冲！,1,0,34,1,1,0,-1,0,0,1,6,230,1,0.219649033,0
还没穿，衣服面料摸着很舒服，穿了再来追评！,1,0,21,1,1,0,-1,0,0,1,1,487,1,0.32357619,0
质量不错，送给朋友的圣诞礼物??,1,0,16,2,1,0,-1,0,0,0,1,420,0,0.991844784,0
家里买不到，抱着试试的态度在淘宝看看，没想到还真有，便宜不贵，放心购买。,1,0,36,0,0,0,-1,0,0,0,0,274,0,0.972451594,0
还蛮好穿的，也比较暖和，广东二十度单穿一件可以,1,0,23,0,0,0,-1,0,0,0,1,932,0,0.606207663,0
容量大小：里面非常大也塞得停满的外观材质：很大也挺结实地方也够用水池也方便,1,0,37,0,1,0,-1,0,0,0,0,675,1,0.93640928,0
尺码推荐：XXXL是真的大。。。再也不怕穿不出宽松的感觉了,1,0,29,0,1,0,-1,0,0,0,1,327,0,0.730948628,0
很棒，袋子挺多的，摸起来也滑滑的，总体感觉很不错，客服也很好说话，因个人原因帮我改了地址,1,1,44,0,1,0,-1,0,0,0,6,205,1,0.967901681,0
品质做工：品质优良，做工精细款式设计：款式新潮，时尚韩宿面料材质：材质舒适，面料顺滑尺寸大小：尺寸合适，大小适中,1,0,56,0,1,0,-1,0,0,0,6,30,1,0.999999981,0
包包很好看质量也很好建议大家来买哦,1,0,17,0,1,0,-1,0,0,0,6,44,1,0.806580802,0
书包质感很不错，很柔软，快开学了，买这个感觉挺满意的,1,0,26,0,1,0,-1,0,0,0,6,64,1,0.999718492,0
??衣服好,1,0,5,2,0,0,-1,0,0,0,1,30,1,0.681306491,0
卖家服务态度很不错。,1,0,10,0,0,0,-1,0,0,0,0,191,1,0.866379897,0
感觉不错哦，比实体店还便宜不少，质量材质都还非常好，很满意的一次购物。,1,0,35,0,0,0,-1,0,0,0,0,568,1,0.996910018,0
好用充电快,1,0,5,0,0,0,-1,0,0,0,0,315,1,0.685684338,0
衣服收到了跟图片一样没有色差，质量不错，码数也标准，上身效果很好，,1,0,33,0,0,0,-1,0,0,0,1,191,0,0.730620259,0
质量好价格实惠设计规格合理给商家点赞,1,0,18,0,0,0,-1,0,0,0,0,165,1,0.962378389,0
背包很好看，容量也大，也送了别针和香包哦，很喜欢这个背包，质量也不错，喜欢的宝宝可以下单啦,1,0,45,0,1,0,-1,0,0,0,6,19,1,0.987633901,0
可以。再买个头头,1,0,8,0,1,0,-1,0,0,0,0,907,0,0.353518837,0
没有色差，大小适中，非常的不错,1,0,15,0,1,0,-1,0,0,0,6,6,1,0.728790197,0
用了在说,1,0,4,0,0,0,-1,0,0,0,0,86,0,0.390414464,0
必须好评，漂亮，没色差，柔软,1,0,14,0,0,0,-1,0,0,0,1,213,1,0.659459667,0
款式好看，质量好，穿着很有型????,1,0,18,4,0,0,-1,0,0,0,1,130,1,0.907915785,0
蛮宽松的，很nice的,1,0,11,0,0,0,-1,0,0,0,1,89,1,0.977920323,0
衣服版型材质非常好！颜色也是我喜欢的搭配3粒扣小黑裤很好看喜欢！,1,1,32,2,0,0,-1,0,0,0,1,663,0,0.969719274,0
很好看的书包，大方简约！值得购买,1,0,16,1,1,0,-1,0,0,1,6,240,1,0.999927535,0
刚刚收到快递就迫不及待打开了，物流也很快，外观也特别好看，后面还有存储的地方，空间也很大能装很多东西，送的小鸭子也特别好看软软的。,1,0,65,0,1,0,-1,0,0,0,6,230,1,0.98523631,0
非常好用，桌面一下清洁多了,1,0,13,0,1,0,0,0,0,0,0,160,1,0.098884528,0
儿子很喜欢，他看了很久了就想这样一款包包，儿子背上帅气,1,0,27,0,1,0,-1,0,0,0,6,188,1,0.994152636,0
东西到了，非常好，顺丰速度很快，东西也是正品的，40w充电非常快，完美！！！,1,0,38,3,1,0,-1,0,0,0,0,70,1,0.98453852,0
西装很好评哦质量很好而且厚度也可以穿在身上衣服版型也不错雪梨家的衣服还是一如既往的满意的,1,0,44,0,1,0,57,0,0,0,1,516,1,0.999852685,0
收到了，质量很好面料非常好，做工精细款式时尚大方上身效果非常好五分,1,0,33,0,0,0,-1,0,0,0,1,264,1,0.999987299,0
电瓶充电器收到了，用了一下声音小，充电快，值得推荐。,1,0,26,0,0,0,-1,0,0,0,0,284,1,0.862983273,0
还不错，大小和我想象中的差不多，工作的时候声音也不是很大，整体还算满意,1,1,35,0,1,0,-1,0,0,0,0,136,0,0.99277872,0
需要就买了，穿着帅气，暖和就买对了！,1,0,18,1,0,0,-1,0,0,0,1,141,1,0.968163276,0
书包质量非常好，而且容量很大，装电脑还可以再放很多东西，真的很值得！,1,0,34,1,1,0,-1,0,0,0,6,88,1,0.992038896,0
非常可爱,1,0,4,0,0,0,-1,0,0,0,1,505,1,0.808888889,0
耐思，上午喝了一条白咖啡，现在还挺清醒??，学习ing,1,0,27,2,0,0,-1,0,1,0,3,455,1,0.984293383,0
衣服质量很好，上身非常显瘦，是羽绒的很保暖,1,0,21,0,0,0,-1,0,0,1,1,188,1,0.999765999,0
安装在小区，方便了很多开电动车上下班的居民。安装方便，而且质量真的好。,1,0,35,0,0,0,-1,0,0,0,0,711,1,0.016328854,0
三个一起充电方便，不用扯太多线在桌面上，多好呀，感应也是非常灵敏的，充电速度还可以,1,0,41,0,1,0,-1,0,0,0,0,84,1,0.012992216,0
一起买了两个，物美价廉！服务态度好！还会再购！,1,0,23,3,1,0,-1,0,0,0,0,361,1,0.54029992,0
双肩包收到了，质量很好，喜欢的宝宝们赶快选购吧！,1,0,24,1,1,0,-1,0,0,0,6,2,1,0.745711669,0
质量很好，做工精细，很喜欢,1,0,13,0,0,0,-1,0,0,0,0,374,1,0.996707244,0
品质做工：这款包包总体来说是非常有质量的，而且非常便携,1,0,27,0,1,0,-1,0,0,0,6,23,1,0.972289198,0
不是我故意抹黑啊买他们家东西不是一次俩次了但这次真的不会在买了我劝你别买,-1,2,36,0,0,0,0,0,0,0,1,48,1,0.002634688,0
非常喜欢，质量挺好。,1,0,10,0,1,0,-1,0,0,0,6,2,1,0.900533409,0
刚试穿了，大小合适。蛮喜欢的,1,0,14,0,0,0,-1,0,1,1,1,436,0,0.94814885,0
老客户了，一如既往地好。,1,0,12,0,0,0,-1,0,0,1,3,367,1,0.850591789,0
卖家发货快，充电插质量很好，对孔位精准，价格也很优惠。,1,0,27,0,0,0,-1,0,0,0,0,624,1,0.914232276,0
商家发货很快，包装严实，服务很到位，充电效果快便捷，大家都很喜欢。,1,0,33,0,0,0,-1,0,0,0,0,149,1,0.99924453,0
电力充沛，实测，值得购买！,1,0,13,1,0,0,-1,0,0,0,0,146,1,0.983389264,0
物美价廉，口感好，特别好吃，值得购买,1,0,18,0,1,1,-1,0,0,1,3,176,0,0.992413655,0
因为之前喝过所以又在网上买了一次七号接骨木一如既往的好喝！,1,0,29,1,1,0,-1,0,0,0,3,37,1,0.785269891,0
物流超级慢,1,0,5,0,0,0,-1,0,0,0,0,68,1,0.254008566,0
西服款式可以，就是面料一般，穿一段时间起毛球,-2,0,11,0,0,0,48,0,0,0,1,105,0,0.355205028,0
送朋友吃的，好看，好吃，圣诞节,1,0,15,0,0,0,-1,0,0,0,3,315,1,0.872108367,0
挑了几家最后选了这个，还不错，建议多做几个颜色,1,0,23,0,1,0,-1,0,0,0,6,434,1,0.970785028,0
挺好用的，拿到就安装上了，充电很快很方便。看着质量不错，性价比蛮高的，赞/:strong,1,0,44,0,0,0,-1,0,0,0,0,114,1,0.999974036,0
充电器收到货了。是正品。充电时比平时用的充电器都快很多。值得推荐给朋友们用。,1,0,38,0,0,0,-1,0,0,0,0,509,1,0.987314079,0
充电充了七个钟满啦！然后我拆电池出来又插上去。还一直在充电。还是七个钟。根本都充不满的。他可能固定时间七个钟，然后自己变绿色。太差了。,1,1,67,1,0,0,-1,0,0,0,0,10,1,0.000425797,0
衣服质量很好，款式好看，穿上很帅气,1,0,17,0,0,0,-1,0,1,0,1,310,1,0.935947548,0
收到了，比实体店便宜多了，卖家服务态度也很好！！！,1,0,25,3,0,0,-1,0,0,0,0,274,1,0.22637314,0
对一套奶茶设备非常满意，可以收纳很多瓶瓶罐罐,1,0,22,0,0,0,-1,0,0,0,0,204,0,0.998797718,0
个大水多爽口！良心商家，消毒杀菌也很到位。,1,0,21,1,0,0,-1,0,0,1,3,50,1,0.008473553,0
还行，没什么问题。以后再追评,1,0,14,0,0,0,-1,0,0,0,0,128,1,0.315734426,0
穿着还可以吧,1,0,6,0,0,0,-1,0,0,0,1,158,1,0.739465812,0
此用户没有填写评价。,1,0,10,0,0,0,34,0,0,0,0,861,1,0.145428,0
买来送人的，哈哈哈哈，刚好买到对方的心坎里了,1,0,22,0,0,0,-1,0,0,0,3,534,0,0.843965676,0
充电瓶试一下才来评价，自动维护，充满自停，很好。质量很好，做工精细，,1,0,34,0,1,0,0,0,0,0,0,584,1,0.996059515,0
真的挺好看，背的舒服，没有异味，还挺便宜。简简单单的很漂亮。,1,0,18,1,1,0,19,0,0,0,6,65,1,0.993841892,0
衣服质量不错，物超所值，挺厚的，款式也喜欢,1,0,21,0,1,0,-1,0,0,0,1,271,1,0.998556323,0
充电器还可以，充满电要自动停这样能保电瓶的使用。,1,0,24,0,1,0,0,0,0,0,0,642,1,0.833787936,0
买的过程很波折，等了很久，还换了一个地址，但是很满意，非常不错，显瘦（显得胖的人更胖，瘦的人更瘦），很拖地，是我想要的效果,1,1,61,0,1,0,3,0,0,0,1,408,1,0.999991272,0
尺码刚刚好，可以跟男票穿情侣装出去了,1,0,18,0,0,0,-1,0,0,1,1,82,1,0.73596629,0
和原装一样,1,0,5,0,0,0,-1,0,0,0,0,270,0,0.528169014,0
这牛奶巧克力绝对不是正宗的，在**本吃过的口感不一样太差了，以后不会来买了，只能骗一次的,-1,0,44,0,1,0,-1,0,0,0,3,94,1,0.001517028,0
品质做工：质量很不错款式设计：简单大方尺寸大小：初中生背刚好合适，里面能放很多书本。,1,0,42,0,1,0,-1,0,0,0,6,360,1,0.999985137,0
东西质量挺好的，有要的抓紧时间下单了,1,0,18,0,0,0,-1,0,0,0,0,203,1,0.918640243,0
品质做工：我觉得很奈斯很好是真的质量还不错！！！！喜欢的集美可以冲了正儿八经的很好！！！而且我觉得很高级！！！贴纸也真的很可爱！！质量也还蛮好！！！！详细的包装也很好！！有泡沫防撞！！冲就完事儿了！！！,1,2,101,23,1,1,-1,0,0,1,6,133,1,0.999658791,0
充电桩很高大上质量都不错，功能齐全使用安全业主很满意,1,0,26,0,0,0,-1,0,0,0,0,675,1,0.99942581,0
性价比很高，物流也很快！非常满意。好评,1,0,19,1,0,0,-1,0,0,0,0,311,1,0.996040408,0
挺好用的线也很长,1,0,8,0,0,0,-1,0,0,0,0,749,0,0.946097411,0
整体评价：非非常好，回来没有坏。包装品质：挺挺好看的外观品相：挺好看的。口感味道：好好喝好喝！,1,0,47,1,1,0,-1,0,0,0,3,145,1,0.999811653,0
看着还不错，关键实用，充电再也不麻烦了，直接放在床头很舒服哦,1,0,30,0,1,0,-1,0,0,0,0,53,0,0.636865787,0
羊绒面料的针织衫真的太舒服了，面料很高档，上身效果杠杠的,1,0,28,0,0,0,-1,0,0,1,1,708,1,0.903434503,0
充电器收到了充电很快，非常满意，物流也很快,1,0,21,0,0,0,-1,0,0,0,0,719,1,0.988822217,0
西装质量有型，垂感很好，做工细致，走线整齐，没有线头，穿着比较修身，而且包容性很强，多少斤能穿都可以，很有分量，特别直这个价格，实体店没有二三百买不来,1,0,75,0,1,0,0,0,0,0,1,377,1,0.997946595,0
衣服很漂亮面料柔软，价格合理，好评,1,0,17,0,0,0,-1,0,0,0,1,722,0,0.969981073,0
放桌上充电巨方便，随手放上就充电，三个都是无线充的，充电也挺快,1,0,31,0,1,0,-1,0,0,0,0,278,1,0.040545991,0
材质手感各方面没得说，质量上层，卖家发货很快，回购第二次了。,1,0,30,0,0,0,-1,0,0,0,1,125,1,0.944016625,0
书包收到了，提昂好的，就是有点下,1,0,16,0,1,0,1,0,0,0,6,8,1,0.923233122,0
此用户没有填写评价。,1,0,10,0,1,0,-1,0,0,0,6,124,1,0.145428,0
目前看还好,1,0,5,0,0,0,-1,0,0,0,0,546,1,0.748288974,0
可以，马上试用了，充满了红灯转绿灯,1,0,17,0,0,0,-1,0,0,0,0,126,1,0.278784751,0
羽绒服很好不透毛，很有型,1,0,12,0,0,0,-1,0,1,0,1,57,1,0.591965622,0
挺好的，现在儿子有小度就不会总吵着要手机了,1,0,21,0,1,0,-1,0,0,0,0,170,1,0.774456427,0
非常满意特别合适特别好,1,0,11,0,1,0,0,0,0,0,0,288,1,0.959460271,0
充电桩的质量挺好的，性价比高，安装很方便，用了几次，挺不错的,1,0,30,0,0,0,-1,0,0,0,0,155,1,0.997797118,0
好几种口味的巧克力，没几天一盒就吃完了。,1,0,20,0,0,0,-1,0,0,0,3,856,0,0.892264828,0
衣服收到了，质量特别好，而且穿上特别帅气很舒服，尺寸也合适放心购买吧。,1,0,35,0,0,0,-1,0,0,0,1,52,1,0.999147582,0
一如既往的好评,1,0,7,0,0,0,-1,0,0,0,1,402,0,0.819879076,0
充电器收到了，用着很好用质量很好,1,0,16,0,0,0,-1,0,0,0,0,624,1,0.986151463,0
整体评价：挺舒服的和男票穿起来很好看上身效果：好看宽松款我喜欢尺码推荐：我168112S码正好,1,2,47,0,0,0,-1,0,0,0,1,86,1,0.999915892,0
质量很好。,1,0,5,0,0,0,-1,0,1,0,1,146,1,0.759849616,0
到货之后就安装了，简单放便，客服也有耐心，充电也很快，是个不错的选择,1,0,34,0,0,0,-1,0,0,0,0,135,1,0.726187903,0
很软很舒服，有一点点大，推荐,1,0,14,0,0,0,-1,0,0,0,1,155,1,0.879146867,0
箱子不错喔，双12买的很快就回来了。回来打开一看很满意，还送了贴纸??,1,0,35,2,1,1,-1,0,0,0,6,109,1,0.302209603,0
厚实暖和，不错的,1,0,8,0,0,0,-1,0,0,0,1,96,1,0.91567905,0
口感味道：给姑娘买的，她非常喜欢，要走了链接要给朋友也买些,1,0,29,0,0,0,-1,0,0,0,3,97,1,0.959048029,0
值得购买,1,0,4,0,0,0,-1,0,0,0,1,147,0,0.836052863,0
穿了两次洗了一次 起球了,1,0,18,1,0,0,51,0,0,0,1,386,0,0.094802012,0
充电器收到了，充电速度很快，很满意。,1,0,18,0,0,0,-1,0,0,0,0,583,1,0.985539544,0
包包好看，就是有丁点大，不过还是好看,1,0,18,0,1,0,-1,0,0,0,6,165,1,0.767854765,0
发货快，商家太度好！,1,0,10,1,1,0,-1,0,0,0,0,7,1,0.61462774,0
此用户没有填写评价。,1,0,10,0,1,0,52,0,0,0,1,204,1,0.145428,0
衬衫漂亮，没有色差，质量不错物美价廉，,1,0,19,0,0,0,-1,0,0,0,1,744,0,0.546404058,0
买的华为正品充电器收到了，盒子外面的验证码扫不到，不知道是不是正品，充电还可以挺快的，毕竟价格在这呢，实体店跟正品还是有区别的，因为去实体店买正品也不是这个价钱。基本满意吧！,1,0,87,1,0,0,-1,0,0,0,0,146,0,0.998978009,0
挺好看的，我大腿粗小腿细，倒是没显得大腿细，但是腰正好，喇叭裤也挺复古，就留下了，屁股大大腿粗的姐妹可以效果没有很好，但是可以穿一个长款外套遮住大腿一半的部分，就显得腿特别细，我160，随后上身补图,1,2,99,0,0,0,-1,0,0,0,1,454,1,0.29971378,0
质量不错，充电也快，赞赞赞。,1,0,14,0,0,0,-1,0,0,0,0,142,1,0.999845603,0
卖家很好，买不买也没有关系的，还是会认真解答的，最终还是决定买回来试下，东西很好上上去车子就可以开走了,1,0,51,0,0,0,-1,0,0,0,0,339,0,0.514781564,0
价格是真的好，东西没啥说的，好评,1,0,16,0,0,0,-1,0,0,0,0,37,1,0.397264034,0
是原装的，充电非常快，比官网的还便宜非常good!,1,0,25,1,0,0,-1,0,0,0,0,788,0,0.560334443,0
密码箱很好很满意打开小姑子看到说很漂亮入了一个24寸的喜欢的可以入物美价廉还送了箱套贴纸祝卖家生意兴隆,1,0,51,0,1,1,0,0,0,0,6,109,1,0.9999185,0
！good太棒啦很酷很酷,1,0,12,1,1,0,-1,0,0,1,0,349,1,0.994425269,0
物流很快，昨天晚上下单今天上午就收到了。充电不发热，推荐,1,0,28,0,1,1,-1,0,0,1,0,39,1,0.425183193,0
